loan_id;month;current_bucket;next_bucket;
000120.00001;2016December;1;1;
000120.00001;2017January;1;1;
000120.00001;2017February;1;1;
000120.00001;2017March;1;1;
000120.00001;2017April;1;1;
000120.00001;2017May;1;1;
000120.00001;2017June;1;1;
000120.00001;2017July;1;1;
000120.00001;2017August;1;1;
000120.00001;2017September;1;1;
000120.00001;2017October;1;1;
000120.00001;2017November;1;1;
000120.00001;2017December;1;1;
